ProjectNumber,ProjectName,Address,Apt,City,ClientName,ClientContact,ClientToBill,Architect,ArchitectContact,ProjectManager,FieldInspector,RoofingInspector,PlanReviewFee,SiteMeetingsFee,SiteMeetingsComments,MaintenanceManualsFee,EnvelopInspectionsFee,EnvelopInspectionsComments,SlabInspectionsFee,WindowTestsFee,RoofInspectionsFee,AnnualInspectionsFee,AnnualInspectionsComments,PlanReviewFee,SiteMeetingsFee,SiteMeetingsComment,MaintenanceManualsFee,EnvelopeInspectionsFee,EnvelopeInspectionsComment,SlabInspectionsFee,WindowTestsFee,RoofInspectionsFee,AnnualInspectionsFee,AnnualInspectionsComment,FollowUpInspectionFee,5YearInspectionFee,Year1-3-4InsFee,Year2-5InsFee,PerInspectionFee,MiscellaneousFee,MiscellaneousComment,Completed,CompletedDate,RCABC
22050,3945 Myrtle - Storage Facility,3945 Myrtle,,Burnaby BC,The Circadian Group,Tony Russo,The Circadian Group,,,,Mike Mountain,Todd McDonald,5000,1500,,0,13200,,0,1200,2640,8900,,5000,1500,,0,13200,,0,1200,2640,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
22052,Raduim Hot Springs,7271-7281 Prospector Avenue,,Radium BC,Westcor Lands Ltd,Steve Dunton,Westcor Lands Ltd,Waissbluth Architecture Office Inc.,Nicholas WAO,,Marc Genereux,Arden Knoll,3480,3080,,1500,15000,,0,2400,4500,8900,,3480,3080,,1500,15000,,0,2400,4500,8900,,0,0,0,0,1500,0,,FALSE,0,FALSE
22053,Krinos (formely Freezer Addition),7307 76th Street,,Delta BC,Mierau Contractors Ltd.,David Olson,UrbaniCity Architecture Inc.,UrbaniCity Architecture Inc.,Saeed Jhatam,,Don Hauser,Todd McDonald,2660,2240,,0,2640,,0,0,1320,8900,,2660,2240,,0,2640,,0,0,1320,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
22054,Royal Avenue Rentals,416 Royal Ave,,Kelowna BC,Denciti Development Corp,Guadalupe Font,Denciti Development Corp,HDR Architecture Associates Inc.,Tony Atkins,,Marc Genereux,Arden Knoll,5500,1500,,0,8000,,0,1200,2000,8900,,5500,1500,,0,8000,,0,1200,2000,8900,,0,0,0,0,400,0,,FALSE,0,FALSE
22055,Oakville Townhouses,6568-6558 Oak Street,6538,Vancouver BC,Western Oakville Projects Ltd.,Mike Cooper,Western Oakville Projects Ltd.,Fougere Architecture Inc.,Sajeena M. Jamaludin,,Dane Peterson,Todd McDonald,3280,2640,,1500,13200,,0,1200,4620,8900,,3280,2640,,1500,13200,,0,1200,4620,8900,,0,0,0,0,330,0,Annual Reviews $3250,FALSE,0,FALSE
22056,Panorama Ridge Industrial - Fresh Prep TI,15010 54A Ave,,Surrey BC,Beedie Construction Ltd. (7233 Progress Way),Billy Lueng,Beedie Construction Ltd. (7233 Progress Way),TKA+D Architecture + Design Inc.,,,Don Hauser,Brent Rowland,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
22057,IOM Weave Senior - Phase 1,228 175A St,,Surrey BC,1254423 BC Ltd,Brent Tadford,1254423 BC Ltd,BFA Studio Architects,Helen Avini Besharat,,Scott Stebbings,Brent Rowland,19200,5400,,0,59020,,0,10800,21120,8900,,19200,5400,,0,59020,,0,10800,21120,8900,,0,0,0,0,330,0,"Energy Modelling $82,700",FALSE,0,FALSE
22058,Cedar Coast Dewdney Trunk Road,8716 Dewdney Trunk Road,,Mission BC,Orion Construction,Simeon Leschied,Orion Construction,Chip Barret Architect & D.Force Design Inc.,Darren Cruickshanks,,Scott Stebbings,Brent Rowland,3460,2240,,0,4800,,0,0,1800,8900,,3460,2240,,0,4800,,0,0,1800,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
22059,Sechelt Mills Road,5410 Mills Rd,,Sechelt BC,Westcor Lands Ltd,Matthew Dunton,Westcor Lands Ltd,,,,Mike Mountain,Todd McDonald,3680,3080,,1500,31500,,0,3600,14700,8900,,3680,3080,,1500,31500,,0,3600,14700,8900,,0,0,0,3950,1050,0,,FALSE,0,FALSE
22060,Sitka House,150 James Road,,Port Moody BC,Dulex Laidler Sitka House Ltd.,Glen Smith,Dulex Laidler Sitka House Ltd.,Integra Architecture Inc.,Otto Lejeune,,Grant DeBoer,Todd McDonald,4680,2860,,1500,18000,,0,4800,4200,8900,,4680,2860,,1500,18000,,0,4800,4200,8900,,0,0,0,0,330,0,Annual Reviews $2600,FALSE,0,FALSE
22061,19948 55A Avenue,19948 55A Avenue,,Langley BC,1164880 BC Ltd.,Jason Y,1164880 BC Ltd.,Andrew Cheung Architects Inc.,Cat Kuang,,Scott Stebbings,Brent Rowland,6000,1500,,0,15000,,0,2400,3600,8900,,6000,1500,,0,15000,,0,2400,3600,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
22062,Shannon Lynn,2749 Shannon Lake Road,,Westbank BC,Shannon Lynn Development Ltd.,Ray Liang,Shannon Lynn Development Ltd.,Pacific West Architecture,Patrick Yang,,Brian MacLellan,Arden Knoll,3060,2640,,1500,18400,,0,3600,5200,8900,,3060,2640,,1500,18400,,0,3600,5200,8900,,0,0,0,0,400,0,Annual Reviews $3250,FALSE,0,FALSE
22063,Lake Country- Main St Lot 2 (SOLD),9700 Main St.,,Lake Country BC,Saba Construction Ltd.,Sarb Hayer,Saba Construction Ltd.,Blue Green Architecture,Jeff Perron,,Marc Genereux,Arden Knoll,6500,1500,,0,22500,,0,2400,6600,8900,,6500,1500,,0,22500,,0,2400,6600,8900,,0,0,0,0,450,0,,FALSE,0,FALSE
22064,Stratosphere Business Centre - Lot 1 -  BLD A & B,2050 Pier Mac Way,,Kelowna BC,Beedie Construction Ltd. (7233 Progress Way),Brett Holland,Beedie Construction Ltd. (7233 Progress Way),TKA+D Architecture + Design Inc.,Erik Bean,,Marc Genereux,Arden Knoll,2220,2020,,0,4240,,0,0,2220,8900,,2220,2020,,0,4240,,0,0,2220,8900,,0,0,0,0,400,0,,FALSE,0,FALSE
22065,Feasibility Study Como Lake,701-801 Como Lake Ave/dogwood St,,Coquitlam BC,Dolomiti Homes Inc.,Milena Lancerin,Dolomiti Homes Inc.,Atelier Pacific Architecture Inc.,Brian Shigetomi,,Mike Mountain,Todd McDonald,5500,1500,,0,16500,,0,2400,3300,8900,,5500,1500,,0,16500,,0,2400,3300,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
22066,ARLO,708 East 28th,,Vancouver BC,Strand Developments Ltd.,Brandon Mari,Strand Developments Ltd.,Integra Architecture Inc.,Shamus Sachs,,Dane Peterson,Todd McDonald,7500,2000,,0,16500,,0,2400,3600,8900,,7500,2000,,0,16500,,0,2400,3600,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
22067,"Park Place, The",600 24th Street,,Castlegar BC,Nexus Construction,Jason Bassi,Nexus Construction,Diamond Group Architectural Inc.,David Garrioch,,Marc Genereux,Arden Knoll,4680,2640,Liqi Zhu,1500,26400,,0,2400,12000,8900,,4680,2640,Liqi Zhu,1500,26400,,0,2400,12000,8900,,0,0,5250,5250,1200,0,Annual Reviews $5250,FALSE,0,FALSE
22068,"837 - 841 12th Street, NW",837-841 12th Street NW,,New Westminster BC,Pakland  NW Projects Ltd.,Firoz Pakland Group,Pakland  NW Projects Ltd.,Zhao XD Architect Ltd.,Xuedong Zhao,,Grant DeBoer,Todd McDonald,10000,2000,,0,13500,,0,2400,4500,8900,,10000,2000,,0,13500,,0,2400,4500,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
22069,Spectrum - Building 2 Project,3509 Spectrum Court,,Kelowna BC,Argus Properties Ltd.,Tara Frey,Argus Properties Ltd.,Krahn Group of Companies,Larry Podhora,,Brian MacLellan,Arden Knoll,2440,2200,,0,4000,,0,0,2000,8900,,2440,2200,,0,4000,,0,0,2000,8900,,0,0,0,0,400,0,,FALSE,0,FALSE
22070,CHIC 5,2888 194th St,,Surrey BC,Farrell Estates Ltd.,Ross McPhail,Farrell Estates Ltd.,Dforce Design (CRP: Chip Barrett Architect),Glen Froese,,Don Hauser,Brent Rowland,2220,1620,`,0,3300,,0,0,990,8900,,2220,1620,`,0,3300,,0,0,990,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
22071,IMAC Stone,12391 No. 5 Rd,,Richmond BC,Intergrated Construction,Mikhail Ortlieb,Jennisan Holdings Corp.,KCC Architecture & Design Ltd.,Karla Castellanos,,Grant DeBoer,Todd McDonald,2200,1620,,0,2640,,0,0,990,8900,,2200,1620,,0,2640,,0,0,990,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
22072,Whitewood Crescent (ON HOLD),1330 Whitewood Crescent,,Sparwood BC,Noort Homes Ltd.,Glen Noort,Daniel PT Homes and Centennial Ventures Ltd,Berry Architecture,Rebecca Davidson,,Brian MacLellan,Arden Knoll,2840,1640,,1500,16800,,0,1200,4800,8900,,2840,1640,,1500,16800,,0,1200,4800,8900,,0,0,4250,0,1200,0,,FALSE,0,FALSE
22073,Malaspina Village Phases 1 & 2,1144 Inlet Street,,Coquitlam BC,Via - A Perkins Eastman Studio,Anne Lissett,Via - A Perkins Eastman Studio,Via - A Perkins Eastman Studio,David Mueller,,Grant DeBoer,Brent Rowland,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,360,0,,FALSE,0,FALSE
22074,Madison,32929-32939 Cherry Avenue,32909,Mission BC,Archstone Projects Ltd. (Madison),Kirpa Garcha,Archstone Projects Ltd. (Madison),Kasian Architecture Interior design and Planning Ltd.,Trevor Dickson,,Scott Stebbings,Brent Rowland,5400,0,,1500,16800,,0,2700,4400,8900,,5400,0,,1500,16800,,0,2700,4400,8900,,0,0,2500,2500,300,0,,FALSE,0,FALSE
22075,Fraser Mills - Lots 5 & 6,9-1150 King Edward St/Street C,,Coquitlam BC,Beedie Construction Ltd.,Scott Spencer,Beedie Construction Ltd.,TKA+D Architecture + Design Inc.,Patrick Murphy,,Don Hauser,Brent Rowland,2400,1200,,0,3960,,0,0,1980,8900,,2400,1200,,0,3960,,0,0,1980,8900,,0,0,0,0,330,0,Painting/Caulking $3300,FALSE,0,FALSE
22076,MHS Pentiction Multi-Use Affordable Housing Project,603 Main St,,Penticton BC,M'akola Development Services,Mark Christian,M'akola Development Services,Public design,Robert Drew,,Marc Genereux,Arden Knoll,7600,1800,,1500,13200,,0,2400,4500,8900,,7600,1800,,1500,13200,,0,2400,4500,8900,,0,0,1800,0,550,1800,Annual reviews est. reimbursments $1800,FALSE,0,FALSE
22077,1050 Kingsway Vancouver,1050 Kingsway,,Vancouver BC,Hana Ventures Inc.,Simon Hoy,Hana Ventures Inc.,Matthew Cheng Architect Inc.,Phoebe Wu,,Dane Peterson,Todd McDonald,6500,1500,,0,18150,,0,2400,4950,8900,,6500,1500,,0,18150,,0,2400,4950,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
22078,Pacific Ridge - Buildings A & B,3372 Chidlow Connector Rd/Luxton Rd,1250,Langford BC,Beedie Construction Ltd. (7233 Progress Way),Scott Spencer,Beedie Construction Ltd. (7233 Progress Way),TKA+D Architecture + Design Inc.,Kelly Minto,,Don Hauser,Dwayne Arnold,2440,2020,,0,5400,,0,0,2700,8900,,2440,2020,,0,5400,,0,0,2700,8900,,0,0,0,0,450,0,Paint and Caulking $4500,FALSE,0,FALSE
22079,Eden Crest,20417 71B Avenue,,Langley BC,1235 Marine Limited Partnership,Tony Garcha,1235 Marine Limited Partnership,BHA Architecture Inc.,Peter Huggins,,Scott Stebbings,Brent Rowland,3460,2240,Jason Wen,1500,10560,,0,1200,2310,8900,,3460,2240,Jason Wen,1500,10560,,0,1200,2310,8900,,0,0,0,2580,330,0,,FALSE,0,FALSE
22080,Rail District Lot 2,2886 Montrose Ave,,Abbotsford BC,Infinity Properties,Karsten Seidel,Infinity Properties,Focus Architecture Inc.,Rochelle Wallis,,Scott Stebbings,Brent Rowland,3800,1500,,0,14400,,0,3600,5400,8900,,3800,1500,,0,14400,,0,3600,5400,8900,,0,0,0,0,300,0,Disbursements $500,FALSE,0,FALSE
22081,1517 Comox Street,1517 Comox Street,,Vancouver BC,Plan A Real Corporate Units Ltd.,Anoop Majitha,Plan A Real Corporate Units Ltd.,Stuart Howard Architects Inc.,Steve Akers,,Dane Peterson,Todd McDonald,5120,3080,,1500,9000,,0,2400,2400,8900,,5120,3080,,1500,9000,,0,2400,2400,8900,,0,0,1500,2250,300,0,,FALSE,0,FALSE
22082,Edge Way - University Endowment Lands,5356 Crooked Branch Rd,,Vancouver BC,Townline Group of Companies,Shauna Moore,Townline Group of Companies,NSDA Architects,Tom Staniszkis,,Dane Peterson,Todd McDonald,10000,2500,,0,24750,,0,6000,8250,8900,,10000,2500,,0,24750,,0,6000,8250,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
22083,Fort Langley Townhome,9122 King Street,,Fort Langley BC,Conwest,Kerry Minailo,Conwest,Site Lines Architecture Inc.,Gordon Klassen,,Scott Stebbings,Brent Rowland,3400,1200,,0,17820,,0,3600,3960,8900,,3400,1200,,0,17820,,0,3600,3960,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
22084,Pandora,975-983 Pandora Avenue,1468,Victoria BC,Pandora Avenue LP,Devin Spence,Townline Group of Companies,Rafii Architects Inc,Babbak bak,,Don Hauser,Dwayne Arnold,5000,1000,,0,22000,,0,3600,7700,8900,,5000,1000,,0,22000,,0,3600,7700,8900,,0,0,0,0,550,0,,FALSE,0,FALSE
22085,"Falls, The",24951 112th Ave,,Maple Ridge BC,Epic Homes,Cole Lambert,Epic Homes,Formwerks Architectural Inc.,Francisco Medina,,Scott Stebbings,Brent Rowland,5460,3180,,1500,39600,,0,8400,13200,8900,,5460,3180,,1500,39600,,0,8400,13200,8900,,0,0,0,3750,330,0,,FALSE,0,FALSE
22086,Nexus,4445 West 10th Ave,,Vancouver BC,Nexus Construction,Jason Bassi,Nexus Construction,Diamond Group Architectural Inc.,David An,,Dane Peterson,Todd McDonald,6500,1500,,0,9900,,0,1200,3300,8900,,6500,1500,,0,9900,,0,1200,3300,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
22087,KGC - Multi Family,15638-15655 24 Ave/23A Ave,,Surrey BC,1254423 BC Ltd,Gary Gill,1254423 BC Ltd,DF Architecture Inc.,Michael Niemi,,Scott Stebbings,Brent Rowland,7500,2000,,0,21450,,0,4800,6600,8900,,7500,2000,,0,21450,,0,4800,6600,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
22088,City Wide Produce,5678 192 Street,,Surrey BC,Orion Construction,Simeon Leschied,Orion Construction,Dforce Design (CRP: Chip Barrett Architect),Melissa McRory,,Don Hauser,Brent Rowland,4480,3080,,0,3900,,0,1200,2400,8900,,4480,3080,,0,3900,,0,1200,2400,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
22089,ML Trucking,30189 Old Yale Road,,Abbotsford BC,Orion Construction,Paul Bangma,Orion Construction,Dforce Design (CRP: Chip Barrett Architect),Glen Froese,,Scott Stebbings,Brent Rowland,2220,1820,,0,2640,,0,0,990,8900,,2220,1820,,0,2640,,0,0,990,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
22090,Magnolia,10420 157 St,,Surrey BC,Archstone Projects Ltd. (Parkside),Kirpa Garcha,Archstone Projects Ltd. (Parkside),Architecture Panel Inc.,Ruchir Dhall,,Scott Stebbings,Brent Rowland,5500,1500,,1500,13500,,0,2400,3000,8900,,5500,1500,,1500,13500,,0,2400,3000,8900,,0,0,1500,2000,300,0,,FALSE,0,FALSE
22091,Haven,6828 89 Street,,Osoyoos BC,Maskeen Projects Inc.,Grant Copland,Maskeen Projects Inc.,Ionic Architecture Inc.,Sameh Guindi,,Marc Genereux,Arden Knoll,3240,1840,,1500,12100,,0,1200,2200,8900,,3240,1840,,1500,12100,,0,1200,2200,8900,,0,0,2750,0,550,0,,FALSE,0,FALSE
22092,Inlet Residential Project,1184 Inlet St,,Coquitlam BC,Anthem Properties,Ryan Vanderham,Anthem Properties,Integra Architecture Inc.,Shamus Sachs,,Grant DeBoer,Todd McDonald,8200,3600,,0,24750,,0,7200,9900,8900,,8200,3600,,0,24750,,0,7200,9900,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
22093,Kopernik Seniors Affordable Housing,3132 Rosemont Drive,,Vancouver BC,Van Mar Constructors 1097 Inc.,Cindy Mohr,Van Mar Constructors 1097 Inc.,Boni-Maddison Architects,Anthony Boni,,Mike Mountain,Todd McDonald,8500,2000,,0,16500,,0,8400,3960,8900,,8500,2000,,0,16500,,0,8400,3960,8900,,0,0,0,0,0,0,"Energy Modelling $28,000",FALSE,0,FALSE
22094,Clayton Horizons Ltd.,18514 74 Ave,,Surrey BC,Clayton Heights Care Holdings Ltd.,,Clayton Heights Care Holdings Ltd.,Kasian Architecture Interior design and Planning Ltd.,Doug Johnson,,Don Hauser,Brent Rowland,3240,2020,,1500,8580,,0,1200,1980,8900,,3240,2020,,1500,8580,,0,1200,1980,8900,,0,0,1500,2850,330,0,,FALSE,0,FALSE
22095,Pump Stations,1299 Raymur,,Vancouver BC,,,,Steven Hart; Architect,Steve Hart,,Dane Peterson,Todd McDonald,1500,500,,0,1600,,0,0,800,8900,,1500,500,,0,1600,,0,0,800,8900,,0,0,0,0,400,0,,FALSE,0,FALSE
22096,ASK Wellness Kamloops,346 Campbell Avenue,,Kamloops BC,D & T Developments,Natasha Taylor,D & T Developments,Station One Architects,Justin Dyck,,Marc Genereux,Arden Knoll,2660,6740,,1500,37500,,0,3600,9000,8900,,2660,6740,,1500,37500,,0,3600,9000,8900,,0,0,1500,4750,750,0,,FALSE,0,TRUE
22098,Base 10 Apartment,46120 Thomas Road,,Chilliwack,Shelter Bay Partnership,Eric Van Maren,Shelter Bay Partnership,,,,Scott Stebbings,Brent Rowland,4680,3080,,1500,21120,,0,7200,5940,8900,,4680,3080,,1500,21120,,0,7200,5940,8900,,0,0,1500,4250,330,0,,FALSE,0,FALSE
22099,Pleasantvale Phase 2, Kingsway,,Kelowna BC,Van Mar Constructors 1097 Inc.,Jared Vandergaag,Van Mar Constructors 1097 Inc.,RLA Architects,,,Marc Genereux,Arden Knoll,4500,1000,,0,28000,,0,4500,6000,8900,,4500,1000,,0,28000,,0,4500,6000,8900,,0,0,0,0,400,0,,FALSE,0,FALSE
22100,Altro Label,3030 190 Street,,Surrey BC,1235 Marine Limited Partnership,Sanda King,1235 Marine Limited Partnership,Dforce Design (CRP: Chip Barrett Architect),Bruce Toews,,Don Hauser,Brent Rowland,2200,1820,,0,2640,,0,0,990,8900,,2200,1820,,0,2640,,0,0,990,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
22102,Britannia Beach Maintenance Building,351-101 Copper Drive/Church St,,Brittania Beach BC,Macdonald Communities Ltd.,Sharon Thompson,Macdonald Communities Ltd.,RLA Architects,Jeff Clarke,,Mike Mountain,Todd McDonald,1400,600,,0,3600,,0,0,1350,8900,,1400,600,,0,3600,,0,0,1350,8900,,0,0,0,0,450,0,,FALSE,0,FALSE
22103,Knight &  E28th,1406 East 28th Ave,,Vancouver,Alliance Partners Development Ltd.,Chris Chin,Alliance Partners Development Ltd.,GBL Architects Inc.,Richard Gunderson,,Dane Peterson,Todd McDonald,5480,2680,,1500,16500,,0,3600,5940,8900,,5480,2680,,1500,16500,,0,3600,5940,8900,,0,0,0,3750,330,0,,FALSE,0,FALSE
22104,JTD - Tower Project,33050-33078 2nd Avenue,,Mission,Apex Developments Inc.,Dwayne Zakordonski,Apex Developments Inc.,JKA Architect Inc.,,,Scott Stebbings,Brent Rowland,7500,2500,,0,2500,,0,2800,5400,8900,,7500,2500,,0,2500,,0,2800,5400,8900,,0,0,0,0,450,0,,FALSE,0,FALSE
22105,Astria Hollywood Drive (NORTH LOT),3256 Appaloosa Road,,Kelowna BC,Orion Construction,Simeon Leschied,Orion Construction,Dforce Design (CRP: Chip Barrett Architect),Melissa McRory,,Marc Genereux,Arden Knoll,2220,1820,,0,3200,,0,0,1200,8900,,2220,1820,,0,3200,,0,0,1200,8900,,0,0,0,0,400,0,,FALSE,0,FALSE
22107,KORA (Kemsley),588-596 Kemsley Avene,584,Coquitlam BC,Strand Developments Ltd.,Oliver Bibby,Strand Developments Ltd.,Ciccozzi Architecture Inc.,,,Grant DeBoer,Todd McDonald,6500,2500,,0,18150,,0,6000,4950,8900,,6500,2500,,0,18150,,0,6000,4950,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
22108,Park & Fourth,560-361 Fourth Street/Howard Ave,,Nanaimo BC,Howard Avenue LP,Oliver Bibby,Strand Developments Ltd.,Ciccozzi Architecture Inc.,,,Mike Mountain,Dwayne Arnold,4500,2000,,0,66000,,0,7200,10000,8900,,4500,2000,,0,66000,,0,7200,10000,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
22109,Roof A Replacement - VVSC (LINKED to #22603) MISC. RE-ROOF,1967 East Trans Canada Hwy,,Kamloops BC,B-250 Holdings Inc.,Jason Baker,B-250 Holdings Inc.,,,,,,0,1320,,0,0,,0,0,950,8900,,0,1320,,0,0,,0,0,950,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
22110,Office Building,17733 66th Ave,,Surrey BC,ASETRA Developments Ltd - Attention: Wes Harder,Wes Harder,ASETRA Developments Ltd - Attention: Wes Harder,Lo Studio Architecture,Marco Ciriello,,Don Hauser,Brent Rowland,4000,1500,,0,6600,,0,1200,1980,8900,,4000,1500,,0,6600,,0,1200,1980,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
22111,3D Printed Homes Subdivision,,,Merritt BC,D & T Developments,Natasha Taylor,D & T Developments,,,,Marc Genereux,Arden Knoll,5560,3520,,1500,9900,,0,2400,2200,8900,,5560,3520,,1500,9900,,0,2400,2200,8900,,0,0,0,0,550,0,,FALSE,0,FALSE
22112,Skyline Business Centre,46520 Airport Road,,Chilliwack BC,Beedie Construction Ltd. (7233 Progress Way),Ivana Hecimovic,Beedie Construction Ltd. (7233 Progress Way),TKA+D Architecture + Design Inc.,Patrick Murphy,,Don Hauser,Brent Rowland,2400,1420,,0,5400,,0,0,2700,8900,,2400,1420,,0,5400,,0,0,2700,8900,,0,0,0,0,0,0,"Painting and Caulking 450/ $4,500",FALSE,0,FALSE
22113,101 Horsebeef Terrace,101 Horsebeef Terrace,, BC,Tamlin International Homes Ltd.,James Allen,Tamlin International Homes Ltd.,,,,Mike Mountain,Todd McDonald,5500,1200,,0,0,,0,0,3600,8900,,5500,1200,,0,0,,0,0,3600,8900,,0,0,0,0,1200,0,"Plus Travel Costs $10,300",FALSE,0,FALSE
22114,260 White Road Duncan BC Cladding,260 White Road,,Duncan BC,Tecta Building Consultants Inc.,Arash Jamalirad,Tecta Building Consultants Inc.,,,,,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,"Cladding $6,900 + Field Reviews $1,380",FALSE,0,FALSE
22115,King Edward block,550-606 East King Edward Avenue,,Vancouver BC,Ventana Constuction Corporation,Sean Vrtacic,Mercer KE Block Limited Partnership,GBL Architects Inc.,A Emmerson,,Dane Peterson,Todd McDonald,5000,6000,,0,16500,,0,2400,3960,8900,,5000,6000,,0,16500,,0,2400,3960,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
22116,NNLS Phase 1 - Nicola Native Lodge,2640 Springbank Avenue,,Merritt BC,D&T Developments Ltd.,Natasha Taylor,D&T Developments Ltd.,Richard Hunter Architect Inc.,Kristian Helmer,,Marc Genereux,Arden Knoll,4800,0,,0,10400,,0,900,2600,8900,,4800,0,,0,10400,,0,900,2600,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
22117,Powerwood,9760 190th Street,,Surrey BC,Beedie Construction Ltd.,Kevin Sidhu,Beedie Construction Ltd.,TKA+D Architecture + Design Inc.,Ben Chouinard,,Don Hauser,Brent Rowland,4800,2460,,0,3300,,0,0,1320,8900,,4800,2460,,0,3300,,0,0,1320,8900,,0,0,0,0,330,0,Painting and Caulking $3300,FALSE,0,FALSE
22118,"Lydia, The",219 East 24th Avenue,,Vancouver,Locarno Legacy Corporation,Brandon Mari,Locarno Legacy Corporation,Yamamoto Architecture Inc.,Taizo Yamamoto,,Mike Mountain,Todd McDonald,6500,2000,,0,16500,,0,2400,3300,8900,,6500,2000,,0,16500,,0,2400,3300,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
22119,Latimer Grove (Townhomes),8393 200th Street,,Langley BC,North Arc Properties 2022 Ltd.,Berinder Dhaliwal,North Arc Properties 2022 Ltd.,Ciccozzi Architecture Inc.,Ali Danesh,,Scott Stebbings,Brent Rowland,11000,3000,,0,23100,,0,4800,5940,8900,,11000,3000,,0,23100,,0,4800,5940,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
22120,TTES Housing Project,750 Kamloopa Way,,Kamloops BC,Yucweminem ne Tsetsitcew-kucw Society (YneT),Trevor Cameron,Yucweminem ne Tsetsitcew-kucw Society (YneT),Scott Gordon Architect,Scott Gordon,,Marc Genereux,Arden Knoll,8500,3000,,0,45000,,0,6000,13500,8900,,8500,3000,,0,45000,,0,6000,13500,8900,,0,0,0,0,900,0,,FALSE,0,FALSE
22121,LFL (Leon's) Expansion,7555 Beedie Way,,Delta,Beedie Construction Ltd. (7233 Progress Way),Eliot Huang,Beedie Construction Ltd. (7233 Progress Way),,,,Don Hauser,Todd McDonald,3910,2790,,0,2640,,0,0,1320,8900,,3910,2790,,0,2640,,0,0,1320,8900,,0,0,0,0,330,0,Painting & Caulking $2640,FALSE,0,FALSE
22122,Mixed use at 2250 Nanaimo Street,2250-2258 Nanaimo St,,Vancouver BC,Hudson Morris,Jeremy Waldman,Hudson Morris,WA Architects Ltd.,Piyush Sanghadia,,Dane Peterson,Todd McDonald,5000,1500,,0,13200,,0,1200,3300,8900,,5000,1500,,0,13200,,0,1200,3300,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
22123,"Quad, The",19138-19143 32 Ave,,Surrey BC,Beedie Construction Ltd. (7233 Progress Way),Brett Holland,Beedie Construction Ltd. (7233 Progress Way),TKA+D Architecture + Design Inc.,Patrick Murphy,,Don Hauser,Brent Rowland,4060,2460,,0,3300,,0,0,2640,8900,,4060,2460,,0,3300,,0,0,2640,8900,,0,0,0,0,330,3300,Paint and caulking,FALSE,0,FALSE
22124,"5589 – 5661 Baillie Street, Vancouver",5589-5661 Baillie Street,,Vancouver BC,Align BC Properties Corp.,Jonathan Almas,Align BC Properties Corp.,Integra Architecture Inc.,Collin Truong,,Mike Mountain,Todd McDonald,7500,2500,,0,21450,,0,2400,5280,8900,,7500,2500,,0,21450,,0,2400,5280,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
22125,Blundell Road Winery,10660 Blundell Road,,Richmond BC,YSY International Investments Ltd.,Cheng Hsiung Huang,YSY International Investments Ltd.,Matthew Cheng Architect Inc.,Grace S. Datoc,,Don Hauser,Brent Rowland,4000,1500,,0,3960,,0,1200,990,8900,,4000,1500,,0,3960,,0,1200,990,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
22126,"Baycrest Townhomes (formely 3553, 3555, 3563 & 3575 Victoria Dr)",3546 Monson Crescent,,Coquitlam BC,Infinity Properties,Braden Heppell,Infinity Properties,Integra Architecture Inc.,Steve Watt,,Mike Mountain,Todd McDonald,4460,2640,,0,16500,,0,3600,4950,8900,,4460,2640,,0,16500,,0,3600,4950,8900,,0,0,0,0,330,0,,FALSE,0,FALSE
