CompanyName,Phone,Address,City,PostalCode,CompanyType,Comments
Public Design,604-738-4323,,,,0,
Punia Homes Ltd.,604-783-0745,,,,2,
Pura Adera Projects,604-637-4344,1055 Dunsmuir St,Vancouver BC,V7X1K8,2,
Pure Developments Ltd.,,4940 No. 3 Road,Richmond BC,V6X3A5,0,
Pure West Property Investments Ltd.,,12395 Horseshoe Way,Richmond BC,V7A4X6,2,
Purewall Holdings Ltd.,,6832 King George Boulevard,Surrey BC,V3W4Z9,2,
Pure West Financial Holdings Group Inc.,,12395 Horseshoe Way,Richmond BC,V7A4X6,2,
Pure West Property Investments Ltd.,,12395 Horseshoe Way,Richmond BC,V7A4X6,2,
Purolator Depot Kelowna,,2011 Harvey Avenue,Kelowna BC,V1Y6G6,3,
Purple Stone Properties & Management Ltd,778-855-3711,7219 Braeside Drive,Burnaby BC,V5A1E9,2,
Purolator Rep,604-273-4333,,,,0,
PV Homes,,12639 80th Avenue,Surrey BC,V4N4W4,2,
P. Warwick Construction Ltd.,604-929-6036,1875 Deep Cove Road,New Westminster BC,V7G1S7,0,
Paula Whiteley,,1360 Sinclair Street,West Vancouver BC,V7V3W2,2,Bill C/O Karl Gustavson Architect
QC Development Corp.,604-306-8834,518 Moberly Road,Vancouver BC,V5Z4G3,0,
QC Development Corp,604-730-5901,8 East King Edward Ave,Vancouver BC,V5V2B9,0,"CALL FOR COURIER, address chge 01.22.08"
QPE Townhouse Project GP Ltd.,604-273-1221,13351 Commerce Parkway,Richmond BC,V6V2X7,2,
QR Maplewood Plaza LTH LP.,778-977-3144,666 Burrard Street,Vancouver BC,V6C2X8,2,
QRD (Oak) Holdings Inc.,604-363-5969,5489 Byrne Road,Burnaby BC,V5J3J1,2,
QRD Holdings (Willoughby) Inc.,,5489 Byrne Road,Burnaby BC,V5J3J1,2,Job #2290
Quadra Group of Companies,604-855-4973,3550 Mt. Lehman Rd,Abbotsford BC,V4X2M9,2,
Quadra Homes,,3550 Mt Lehman Road,Abbotsford BC,V4X2M9,2,
Quadstar Development Ltd.,604-618-9219,1040 Madore Avenue,Coquitlam BC,V3K3B8,2,
Qualex Landmark Group of Companies,604-683-5152,1111 Melville Street,Vancouver BC,V6E3V6,2,
Qualico Homes,604-579-0018,6525 177B Street,Surrey BC,V3S5N4,2,
Qualitech Construction Group Ltd,778-886-9987,,,,2,
Qualityhome Design Build Ltd.,,,,,2,
Qualityhome Design Build Inc.,,14520 Mann Park Crescent,White Rock BC,V4B3A8,2,
Quantum Properties Inc.,604-854-1201,2190 West Railway Street,Abbotsford BC,V2S2E2,2,
Quantum Properties Pearl Limited Partnership,604-854-1201,2200 West Railway St,Abbotsford BC,V2S2E2,2,as of 07-26-07 SW
Quarry Rock Developments,604-699-8000,5489 Byrne Road,Burnaby BC,V5J3J1,2,
Quay Pacific Property Management Ltd.,604-371-2208,9440 202 Street,Langley BC,V1M4A6,2,
Quayside Village Cohousing,604-980-7847,,,,2,
Quiniscoe Homes Ltd,250-342-0853, PO Box 802,Invermere BC,V0A1K0,2,address change Dec 11/06
Quinkatla Development Planning Inc.,604-731-6302,2997 West Seventh Avenue,Vancouver BC,V6K1Z7,2,
Quinn Developments Inc.,,186 Victoria Street,Kamloops BC,V2C5R3,2,
Quorus Properties Ltd.,778-882-7969,6488 Gordon Avenue,Burnaby BC,V5E3M1,2,
R480 Enterprises Ltd.,,1658 Commerce Ave,Kelowna BC,V1X8A9,2,address change 03-22-07
Raj Brar,,,,,2,
Radiant City Architecture,,1118 Homer Street,Vancouver BC,V6B6L5,1,
Radius Caledonia Development LP,,13575 Commerce Parkway,Richmond BC,V6V2L1,2,
Radaslav Le Pur,,,,,2,
Rafii Architects Inc.,604-688-3655,1600 Howe Street,Vancouver BC,V6Z2L9,1,
Rafii Architects Inc,604-688-3655,1600 Howe Street,Vancouver BC,V6Z2L9,0,
Raicon Developments,604-372-0880,17650 66A Avenue,Surrey BC,V3S4S4,2,"Address change effective Sept. 22, 2014."
Rain City Industrial,604-924-7574,20178 96 Avenue,Langley BC,V1M0B2,2,
Raiwal Developments Ltd.,604-850-2307,2359 Clearbrook Road,Abbotsford BC,V2T 2X6,2,
Raj Nijar,,7271 Main Street,Vancouver BC,V5X 3J3,2,
Raka Developments,604-325-9400,1200 West 73 Avenue,Vancouver BC,V6P6G5,2,
Ralph W. Schilling Architect,604-886-7106,1243 Gower Point Road,Gibsons BC,V0N1V3,1,
Raman Kooner - Real Estate Consultant,604-273-3155,4871 shell road,Richmond BC,V6X3Z6,2,
Ram Construction,604-501-5265,8369 River Way,Delta BC,V4G1G2,2,
Ramon Kooner,604-825-4433,4871 Shell Road,Richmond BC,V6X3Z6,2,
Ramos Development Ltd.,,,,,2,
Ramsay Worden Architects,604-736-8959,355 Kingsway,Vancouver BC,V5T3J7,1,ADDRESS EFFECTIVE 12-10-07
Rand Avenue Rentals Inc.,, Box 368,Vancouver BC,V6H 4E4,2,c/o McLean Projects Corp.
Ranj Khakh,604-505-2099,,,,2,
Rannala Building Contractors,250-360-1224,2932 Ed Nixon Terrace,Victoria BC,V9B0B2,2,changed 07.16.09
R.A.R. Holdings Ltd.,604-430-5533,4683 Kingsway,Burnaby BC,V5H 2B3,0,c/o Cascade Group
R.A.R. Holding Ltd,604-430-5533,4683 Kingsway,Burnaby BC,V5H2B7,0,
Rashpal Singh Mann,604-889-7477,17413 1A Avenue,Surrey BC,V3Z9P9,2,
Raven Roofing,604-531-9619,18988 34A Avenue,Surrey BC,V3Z1A7,4,
Ravi Gill,604-780-5608,7067 Duff Street,Vancouver BC,V5P4B1,2,
Ravi Jaswal,604-897-8837,,,,2,
Raven Mountain Homes,,,,,0,
Raven Mountain Homes,,,,,2,
Raven Roofing,,,,,0,
Rawlins Enterprises Ltd.,,6832 King George Boulevard,Surrey BC,V3W4Z9,2,
Ray Liang,,,,,2,
Ray Family Ventures (Maple Ridge) Inc.,604-729-1264,12686 54 Avenue,Surrey BC,V3X3C2,2,
Rayacom,,11004 105th Avenue,Edmonton AB,T5H4C8,2,
RLA Architects Inc.,604-669-3339,1656 W 8th Ave,Vancouver BC,V6J1V4,1,
Raymond S.C Wan Architect,,50 Willow Avenue,,,1,
Raymond wan Architects,604-535-3322,50 Willow avenue,,R3N0G8,1,
RBC Holdings Ltd.,604-724-4731,4112 Heather Street,Vancouver BC,V5Z2C5,2,
RBD Cariboo Development Ltd.,,1145 Inlet Street,Coquitlam BC,V3B6E8,2,
RBD Mitchell Homes Inc.,,,,,2,
RBI Group of Companies,604-580-1054,15055 54a Avenue,Surrey BC,V3S5X7,2,
RCABC,,9734 201st Street,Langley BC,V1M3E8,2,
Richard Cordner Architect Ltd.,,1045 19 Avenue SE,Calgary BC,,1,
RCG Group,604-273-5732,5831 Cedarbridge Way,Richmond BC,V6X2A8,2,
R Cor Construction,, Standard Building Main Level,Vancouver BC,V6B 1L8,2,
RDG Cambie Development Ltd.,,,,,2,c/o Gateway Architecture Inc.
RDG Management Ltd.,604-881-4763,19789 92A Avenue,Langley BC,V1M3B3,2,
R. D. McGilvary Architecture & Planning,604-266-4606,5201 Maple Street,Vancouver BC,V6M4K3,1,
RE/MAX Property Management Services,604-821-2999,4311 Viking Way,Richmond BC,V6V2K9,2,
Rechsteiner Construction Ltd.,,7718 Jensen Place,Burnaby BC,V5A2A8,2,
Recollective Consulting Inc.,604-669-4940,128 West Hastings Street,Vancouver BC,V6B1G8,2,
Red Brick Development Ltd.,604-522-5210,522 Seveth St,New Westminster BC,V3M5T5,2,
Redbrick Properties Inc.,604-522-5210,522 Seventh Street,New Westminster BC,V3M5T5,2,
Red Construction,,"8291 92nd Street,",Delta BC,V4G0A4,2,
Reddale Construction,604-850-9680,3550 Mt. Lehman Road,Abbotsford BC,V4X2M9,0,"address on mt. Leahman effective July 20, 2012"
Redden Development Mamagement Corp.,604-685-9600,419 Pacific Street,Vancouver BC,V6Z 2P5,2,
Red Development Company Ltd.,250-362-5551,211 Columbia Avenue,Rossland BC,V0G1Y0,2,
Redekop Capital Inc.,604-214-????,11590 Cambie Road,Richmond BC,V6X 3Z5,2,
Redekop (West Broadway) Homes Ltd.,604-214-3447,11590 Cambie Road,Richmond BC,V6X3Z5,2,
Redekop (West Broadway) Homes Ltd.,604-214-3447,11590 Cambie Road,Richmond BC,V6X3Z5,2,
Redic Developments,604-961-1278,1111 West Hastings St,Vancouver BC,V6E2J3,2,
Reflections Projects Ltd.,604-684-8277,1055 Dunsmuir Street,Vancouver BC,V7X 1K8,2,
Regency Auto Group,604-985-9311,401 Kingsway,Vancouver BC,V5T3K1,2,
Regional District of the Central Okanagan,,1450 KLO Road,Kelowna BC,V1W3Z4,3,
Regency Developments,780-993-9057,,,,2,
ReGen Homes Ltd.,604-831-2790,,,,2,
Regency Auto Group,,401 Kingsway,Burnaby BC,V5T3K1,2,
Regent International,,,,,2,
Reign Developments,403-466-5217,1933 10 Aveune SW,Calgary AB,T3C0K3,2,
Reiner Siperko Construction Ltd.,604-889-2081,6800 Gamba Drive,Richmond BC,V7C2G5,2,
Related Group of Companies,403-770-9173,1032 17th Street S.W. (Rockwood square),Calgary AB,T2T0A5,2,
Relative Form Architecture Studio,604-922-8888,2485 shamrock Place,West Vancouver BC,V7V3B8,1,
Reliance Properties,604-683-2404,111 Water Street,Vancouver BC,V5X1X7,2,c/o Design Studio 8
Remarto Enterprises Ltd.,,3090 Mathers Avenue,West Vancouver BC,V7V2K4,2,
Remax Realty,,11925 80th Avenue,Delta BC,V4C1Y1,2,
Rempel Esprit Development Ltd.,604-881-7117,19165 94 Ave,Surrey BC,V4N3S4,0,chgd 11.18.08
REMI Realty Inc.,604-530-9944,8047 199 Street,Langley BC,V2Y0E2,2,
Remond Holdings Corp,,21771 Fraserwood Way,Richmond BC,V6W1J5,2,
Rempel  Development  Ltd.,604-881-7117,19789 92A Avenue,Surrey BC,V1M3B3,2,address at 19789 -92A effective Jan 1 2011
Rempel St. John's Development Ltd.,604-881-7133,19165 94 Ave,Surrey BC,V4N3S4,0,chgd 11.18.08
Remax Property Management,,4311 Viking Way,Richmond BC,V6V2K9,2,
Renaissance Architecture Planning Inc.,250-762-2503,303 Queensway Avenue,Kelowna BC,V1Y8E3,1,
Renascence Development Corp.,250-762-4777,1635 Abbott Street,Kelowna BC,V1Y1A9,2,
Rendition Developments Inc.,778-984-7896,45 West 7th Avenue,Vancouver BC,V5Y1L4,2,
Rendition Management & Construction,778-549-3239,1220 East Pender Street,Vancouver BC,V6A1W8,2,
Resaissance at North Hill - Strata Corp 0211811,,,Calgary AB,,2,
Reno C Negrin Architects,604-688-8261,1444 Alberni Street,Vancouver BC,V6G2Z4,1,
Repute Developments and Construction,604-254-2048,2213 Renfew Street,Vancouver BC,V5M3J6,2,
Resham Sian,,,,,2,
R E Siperko Construction Ltd.,604-303-5795,3311 Trutch Ave,Richmond BC,V7C5V5,2,address updated Apr 06
Resource Rethinking Building Inc.,604-678-9024,319 West Pender Street,Vancouver BC,V6B1T4,3,Green Buildings etc.
Ressel Constructors Inc.,,,,,2,
Restruction Building Services Ltd,604-538-5683,2147 172nd Street,Surrey BC,V3S9Z5,2,
Restruction Building Services,604-538-5683,2147 172nd Street,Surrey BC,V3C9Z5,2,
Retirement Concepts Developments Ltd.,604-514-6688,20363 65 Ave,Langley BC,V2Y3E3,2,new address effective Jan 28/08
Revelstoke Mountian Homes,,217 Mackenzie Avenue,Revelstoke BC,V0E2S0,2,
Revolution Developments,604-255-5860,1441 East Pender Street,Vancouver BC,V5L1V7,2,
Revolution Developments- Fraser St,604-968-8111,3578 Fraser Street,Vancouver BC,V5V4C6,2,
Reza Abedi,,2618 Folkstone Way,West Vancouver BC,V7S3H8,2,
Rezcom Construction,604-315-7999,4940 No. 3 Road,Richmond BC,V6X3A5,2,
R-Four Contracting Ltd.,604-888-1288,20171 92nd A Avenue,Langley BC,V1M 3A5,2,
RG Construction (Mission) Ltd.,604-688-8999,1177 West Hastings St,Vancouver BC,V6E2K3,2,
Regency Infiniti,,819 Automall Drive,North Vancouver District BC,,2,
RHA Architects,604-669-6002,120 Powell Street,Vancouver BC,V6A 1G1,1,
RHA Rositch Hemphill Architects,604-669-6002,120 Powell Street,Vancouver BC,V6A1G1,1,
Rositch Hemphill Architects,604-669-6002,120 Powell Street,Vancouver BC,V6A1G1,1,
R.H. Carter Architects Inc.,,5040 Dundas Street W.,,,1,
Rhino Roofing,,,Duncan BC,,2,
"RH Residences, Greyback Construction",, c/o The Grand Okanagan Resort,Kelowna BC,V1Y 9P3,2,Greyback Construction Ltd.
Ryan Hultman,604-454-7583,,,,2,
Richard Hunter Architect Inc.,250-372-8845,153 Seymour Street,Kamloops BC,V2C2C7,1,Billing - Janna DeWitte
Ricco Wong,,,,,2,
Richwest Enterprises LTD,236-886-5299,,,,2,
Richmond Rosedale Gardens Ltd.,604-214-8833,8833 Odlin Crescent,Richmond BC,V6X3Z7,2,
Richard Pugh,604-351-9145,,,,2,
Richview Property Management,,6791 Elmbridge Way,Richmond BC,,2,
Richwood Home Kanda Development Ltd.,,,,,2,
Rick Bos,,,,,2,
Rick Eden,,4767 Trafalgar,Vancouver BC,,0,
Rick Negus,604-989-3493,5768 Learning Treet Road,Halfmoon Bay BC,V0N1Y2,3,
Rick Slen,,,,,2,
Riddell Architect Ltd.,,601 West Broadway,Vancouver BC,V5Z4C2,1,
Ridgeline Exteriors,604-792-4227,40560 North Parallel Road,Abbotsford BC,V3G2P9,2,
Ridge Meadows Association for Community Living,604-499-8761,11641 224th Street,Maple Ridge BC,V2X6A1,2,
Rikhi Development Corporation,,,Penticton BC,V2A6J9,0,
Rikki Puri,604-537-7874,,,,2,
Red Upper Lonsdale Adera Projects Ltd.,604-684-8277,1055 Dunsmuir Street,Vancouver BC,V7X1K8,2,
Riley Holdings Canada Ltd.,,1040 Hamilton Street,Vancouver BC,V6B2R9,2,
Rio Can,416-866-3033,2300 Yonge Street,Toronto BC,M4P1E4,2,
Rise Commercial Developments,,,,,2,
R.I.S. HomeDesigns Inc.,604-987-5217,1311 Appin Road,North Vancouver District BC,V7J2T4,1,
Ritchie Builders Vancouver,604-813-2929,,,,2,
Ritchie Construction,604-365-1840,,,,2,
RITSU YAMAMURA,,,,,2,
Riverfront Corporate Centre Ltd.,,,,,2,
Rivers Reach Investments Inc.,604-438-9099,3855 Henning Drive,Burnaby BC,V5C6N3,2,
Riverway,,5489 Byrne Road,Burnaby BC,,0,
Riverhouse Developments Ltd.,604-377-8745,3263 Crosscreek Court,Surrey,V3S 0J8,2,
Riverside Mountain Lodge,250-423-5000, Riverside Way,Fernie BC,V0B1M1,2,
Rivers Reach Investments,604-438-9099,3855 Henning Drive,Burnaby BC,V5C6N3,2,
River Rock Developments Inc.,250-427-7979,Box 308,Kimberley BC,V1A 2Y9,2,c/o Duane Janzen
Rivervista Development Ltd.,604-322-3245,7195 Clarendon Street,Vancouver BC,V5S 2K5,2,
Rize Alliance Properties Ltd.,604-681-6723,1085 Homer Street,Vancouver BC,V6B2X5,2,
RJC Read Jones Christofferson Ltd.,250-386-7794,1515 Douglas Street,Victoria BC,V8W2G4,2,
RJS Construction Ltd.,604-533-6499,19864 37A Avenue,Langley BC,V3A2S7,2,
RB Developments Inc.,604-727-4748,,,,2,
RKDI,,,,,2,
RKDI Maclure Apartments Ltd,,,,,2,
RKP Developments Ltd.,604-727-0925,17115 85A  Avenue,Surrey BC,V4N0B1,2,
RLA Architects Inc.,,970 Homer Street,Vancouver BC,V6B2W7,1,
RLA Architects,604-669-3339,1656 W 8th Avenue,Vancouver BC,V6J1V4,1,
Drar Development Ltd.,604-725-8526,1619 Dempsey Road,North Vancouver District BC,V7K1T2,2,
Ridge North America,,215 Lawrence Avenue,Kelowna BC,V1Y6L2,0,
RNF Ventures Ltd.,306-763-3700,62 17th Street,,S6V3X3,2,
Renaissance Developments,,,,,2,
Rob Grant,604-558-6344,1825 Quebec St,Vancouver BC,V5T2Z3,2,
Rob Colling,250-338-2147, Snowbird Lane,Courtenay BC,,2,
Robert Blaney Design,,,,,1,
Robert Blaney Design Inc.,604-626-6020,935 Lodge Avenue,Victoria BC,V8X3A9,2,
Robin Forst,,480 Eastcot Road,West Vancouver BC,V7S1E2,2,
Rob Kappeler,604-905-9631, P.O. Box 209,Victoria BC,V0N2K0,1,
Rob Komlos,604-970-0029,,,,2,
Robert Milic,604-922-2021,1161 Fulton Avenue,West Vancouver BC,V7T1N4,2,
Robert Owen Housing Co-Operative,,12211 Cambie Road,Richmond BC,V6V2H8,2,
Rob-Ron Construction Ltd.,250-544-0120,,,,2,
Robert Turecki Architect,604-267-2338,128 West 6th Avenue,Vancouver BC,V5Y1K6,1,
Robyn Kelln,,5771 Laurelwood Court,Richmond BC,V7C5J1,2,
Rock-Arc Developments Corp.,,1124 Lonsdale,North Vancouver District BC,,2,
Rockhill Properties,,,,,2,
Rocky Point Café,778-355-2228,2709 Clarke Street,Port Moody BC,V3H1Z5,2,
Rockron Construction Co. Ltd.,,,,,2,
Rockwater Homes Ltd.,604-883-0790, Box 38,Gabriola BC,V0N1S0,2,
Rockystone Holdings Inc.,778-628-8639,2698 Nootka Street,Vancouver BC,V6A3P8,2,
Rockwall Ventures Ltd.,604-850-3553,3600 Townline Road,Abbotsford BC,V2T5W8,2,
Rodell Homes,,,,,2,
Rod McFarlane Architect Inc.,604-948-1388,1264 Beach Grove Road,Delta BC,V4L1N6,1,
Robert Fort,,9880 Parsons Road,Richmond BC,,2,
Rohit Group,780-436-9015,9636 51st Avenue,Edmonton AB,T6E6A5,2,
Rohit Communities Kelowna,250-765-6533,970 Stockley Street,Kelowna BC,V1P1R9,2,
Rol Feildwalker,,,,,2,
Rommel Design Ltd.,604-913-0103,650 Clyde Avenue,West Vancouver BC,V7T1E2,1,
Romses Architects Inc.,604-736-8160,534 West Pender Street,Vancouver BC,V6B1V3,1,
Romspen FC Homes,,16116 Whatcom Road,Abbotsford BC,V3G0C6,2,
Ron Allen Architect Inc.,604-688-6532,4464 West 10th Avenue,Vancouver BC,V6R2H9,1,
Ron Johnston,,,,,1,
Ron Orieux Contracting,,4027 West 36th Avenue,Vancouver BC,V6N2T1,2,
Rosemary Gate Ventures Ltd.,,1450 Creekside Drive,Vancouver BC,V6J5B3,2,
Rosemary Gate Ventures Ltd.,604-736-8845,1450 Creekside Drive,Vancouver BC,V6J5B3,2,
Rosemary Gate Ventures Ltd.,604-736-8845,1450 Creekside Drive,Vancouver BC,V6H5B3,0,
Rosemary Walk Townhomes Ltd.,,1665 West Broadway,Vancouver BC,V6J1X1,0,
Ross Road Community Church,,3160 Ross Road,Abbotsford BC,,2,
Rossland Contracting Inc.,, c/o 223 1889 Springfield Rd,Kelowna BC,V1Y5V5,2,new address Dec 08 Borebank Venture Inc. issuing chqs
Ross Riegel,,,,,2,
Rostec Design Services,604-526-3919,169 Fairweather Lane,New Westminster BC,V3M6X6,1,
Rostrum Developments,604-925-6644,761 Burley Place,West Vancouver BC,V7T 2A2,2,
Royal Craft Homes,,,,,2,
Royal Lighting,604-572-5565,13025 76th Avenue,Surrey BC,V3W2V7,2,
Royal Developers Ltd.,604-780-7727,1489 Marine Drive,West Vancouver BC,V7T1B8,2,
Royale Properties (Yorkson) Ltd.,,,,,2,
Royale Properties Ltd.,,,,,2,
Royale Panorama Properties J.V.,604-618-3645,16295 36A Ave,Surrey BC,V3S0X5,0,
Royal Gardens Development Ltd.,,7195 Clarendon St,Vancouver BC,V5S2K5,0,
Royal Int'l Import and Export Ltd.,604-277-2771,4500 Kingsway,Burnaby BC,V5H2A9,2,
Roy Dennis Roofing,604-278-0442,2420 Viscount Way,Richmond BC,V6V1N1,2,
Royal King Construction Ltd.,604-715-6608,7657 Victoria Drive,Vancouver BC,V5P3Z6,2,
Royal Paciofic Realty (Kingsway) Ltd.,604-439-0068,3107 Kingsway,Burnaby BC,V5R5J9,2,
Royale Properties (Yorkson North) Ltd.,604-721-9625,16295 36A Avenue,Surrey BC,V3S0X5,2,
Randy Redekop,604-850-9680,33119 South Fraser Way,Abbotsford BC,V2S2B1,2,
Rusbourne Design Ltd.,604-526-7444,2225 Hartley Avenue,Coquitlam BC,V3K6W9,2,
Rick Sidhu,,,,,2,
Rick Sidhu,778-997-2020,,,,2,
Ranj Sidhu,,,,,2,
Rotobec,,2660 Kyle Rd,Kelowna BC,V1Z2N1,2,
RTZ Construction,,,,,2,
Rudy Bergman,,,,,0,
RUFProject,604-788-9549,,,,2,
Russel Constructors Inc.,,,,,2,
R.W. Scheidt Design,250-860-5061,1683 Blondeaux Crest.,Kelowna BC,V1Y4J8,1,
Ryan Developments Ltd.,,12736 80 Ave,Surrey BC,,0,
Ryder Architecture,,,,,1,
Ryder Architecture,604-260-7400,2705 Main Street,Vancouver BC,V5T3E9,0,
Rydo Construction Management & Contracting Ltd.,250-558-9668,,,,2,
S2 Architecture,778-309-1825,,,,1,
S-242 Holdings Ltd.,604-278-8380,8833 Odlin Cres.,Richmond BC,V6X3Z7,2,
S2 Architecture,403-670-7050,110 12 Avenue SW,Calgary BC,T2R0G7,1,
S2 Architecture,403-670-7000,110 12 Avenue SW,Calgary AB,T2R0G7,1,
S2 Studio Vancouver,604-551-9419,1040 Pacific Street,Vancouver BC,V6E4C1,1,
S-384 Holdings Ltd.,604-576-4996,17665 66A Ave,Surrey BC,V3S2A6,2,updated 10-18-07
S-8008 Holdings Ltd.,604-273-0141,8360 Granville Avenue,Richmond BC,V6Y1P3,2,
S-8110 Holdings Ltd.,604-278-3378,4940 #3 Road,Richmond BC,V6X3A5,2,
S-8117 Holdings Ltd.,,12900 Mitchell Road,Richmond BC,V7V 1M8,2,
Saadat Enterprises Inc.,904-971-0544,819 West 15th Street,North Vancouver District BC,V7P1M6,2,
Saba Construction Ltd.,604-537-7824,12830 80th Ave,Surrey BC,V3W2A8,2,
Sable Resorts Inc.,,101 10th Avenue NW,Calgary AB,,2,
Sable Resorts Inc. (Okanogan),,326 Mara Lake Lane,Sicamous BC,V0E2V0,0,
Satbir Gill,,,,,2,
Sacre Davey Structures,604-986-0663,315 Mountian Highway,New Westminster BC,V1M3A5,1,
Saffron Living Inc.,,13737 72nd Avenue,Surrey BC,V3W2P2,2,
Sager LLP,604-922-8881,1495 Marine Drive,West Vancouver BC,V7T1B8,2,
Salient Group,,209 Carrall Street,,,2,
Samir Dhanji,,,,,2,
Sammy Gill c/o United Realty,,2107 West 40th Avenue,Vancouver BC,V6M1W4,2,
Samuelson Timberframe Design,403-210-1616,216 Tuscarora Hts NW,Calgary AB,T3L2H3,1,
Sandbox Design Works,604-536-8272,12219 Beecher Street,White Rock BC,V4A3A2,1,
Sandeep Poonia,,,,,2,
Sandpiper Developments Ltd.,,266 Lawrence Avenue,Kelowna BC,V1Y6L3,2,
Sandhill Developments Ltd.,604-271-6296,11020 No. 5 Road,Richmond BC,V7A4E7,2,
Sandhill Developments Ltd.,,1049 East 54th Avenue,Vancouver BC,V5X1L8,0,
Sandpiper Housing Co-Operative,604-594-4338,12158 82nd Avenue,Surrey BC,V3W5A6,2,
Sandhu Family Holdings Ltd.,604-582-8500,13070 115 Ave,,V3R2T9,0,
Sandhu Malri Holdings Inc.,604-807-8337,6832 King George Blvd,Surrey BC,V3W4Z9,2,
Sandy Ridge Constuction Ltd.,250-835-2001,1389 Robin Road,,V0E2X2,2,
Sandhu & Sons Holdings Ltd.,604-582-5800,13070 115 Ave,,V3R2T9,0,
Sanford Designs,604-276-0114,3751 Jacombs Road,Richmond BC,V6V 2R4,1,
Sanjaya Designs,604-232-9543,,,,1,
San Marc Custom Homes,,,,,2,
Sanmarc Custom Homes,,1832 Shaleridge Place,Kelowna BC,V1Z3E4,2,
Sant Investments,,7450 Duff Street,Vancouver BC,V5P4B4,2,
Santokh Pahal,,11638 98 Avenue,Surrey BC,V3V2J2,2,
Santosh Holdings Ltd.,,13463 78th Avenue,Surrey BC,V3W0A8,2,
Sardis Fellowship Baptist Church,,,,,2,
Sarb Dosanjh,,662 Krystal Court,North Vancouver District BC,V7R2B5,2,
Sargent Construction,250-415-8305,,,,2,
Sasha Rasovic,604-841-5858,,,,2,
Surrey Association for Community Living,,,,,2,
Satnam Education Society of BC,,,,,2,
Sat Sahib Investment Ltd.,778-549-3251,30692 Blueridge Drive,Abbotsford BC,V2T5W3,2,
Savage Development Management,604-505-8818,,,,2,
Simone Avram,,2680 West 12th Avenue,Vancouver BC,V6K2P5,2,
Sawarne Lumber c/o,,12900 Mitchell Road,Richmond BC,,2,
Sawchuk Developments Co. Ltd.,250-765-3838,486 Adams Road,Kelowna BC,V1X7S1,0,
Scansa Construction,250-478-5222,2089 Millstream Rd,Victoria BC,V9B6H4,2,
Sandtech Construction Corp.,778-869-8157,,,,2,
SCDC,,13450 102 Avenue,Surrey BC,V3T5X3,2,
School District No.38,604-668-6127,7811 Granville Avenue,Richmond BC,V6Y3E3,2,
Board of Education of school District 43 (Coquitlam),,550 Poirier Street,Coquitlam BC,V3J6A7,2,
Schickedanz,403-239-1952,1829 Ranchlands Blvd. N.W.,Calgary BC,T3G2A7,2,
School District No. 23 (Central Okanagan),,,,,2,
School District 74,250-498-9090,,,,2,
Scott Construction,604-874-8228,1818 Cornwall Avenue,Vancouver BC,V6J1C7,2,
Scope Developments,604-542-6088,2603 162 St,Surrey BC,V3S2L4,2,"confirmed 10.22.07, chngd 10.05.09"
Scott Stebbings,604-725-7776,16248 31st Avenue,Surrey BC,V3S7E1,3,
Scott Architecture,778-432-2995,403 1011,Victoria BC,V8V3K5,2,
Scott Architecture,,1011 Fort Street,Victoria BC,V8V3K5,1,
Scott Blvd. Homes Ltd.,604-597-5612,8388 128 St,Surrey BC,V3W4G2,2,
Scott Central Developments Ltd.,604-597-5612,8388 128th Street,Surrey BC,V3W4G2,2,
Scott Kennedy Architect,,,,,1,
Sacred Heart School,604-319-4740,,Delta BC,,2,
Sacred Heart Parish,,,,,0,
Scuka Developments Ltd.,250-765-0136,881 Highway 33 E,Kelowna BC,V1X6V1,2,name chgd 07.14.09
SDAE Development (Canada) Co. Ltd.,604-285-8822,10451 Shellbridge Way,Richmond BC,V6X2W8,2,
Sea Green Construction and Development,,7231 120th Street,Delta BC,V4C6P5,0,
Seamax Development Group,604-765-8929,9413 160th Street,Surrey BC,V3R5J4,2,
Seamax Development Group Inc.,604-765-8929,9413 160th Street,Surrey BC,V4N2N9,2,
Sean Chew,,,,,2,
Sean Anderson,604-938-9087, PO Box 1599,Whistler BC,V0N1B0,1,
Sean Richardson,778-995-8907,3929 Westridge Avenue,West Vancouver BC,,2,
Seapark Developments Ltd,250-479-0915,100 Aldersmith Place,Victoria BC,V9A7B8,2,
Searay Foods Inc.,604-303-8788,,,,2,
Searidge Management Inc.,250-744-1072,495 Dupplin Road,Victoria BC,V8Z1B8,2,address effective 07-05-07
Searidge Properties (2007) Ltd.,250-415-2463,,,,2,
Sea West Developments,604-220-8718,,,,2,
Seba Construction,250-516-1224,,,,2,
Secan Technologies Inc.,,3739 Burke Street,Burnaby BC,V5H1A4,2,
Second Chapter Wine Company,250-588-9940,3320 Ripon Road,Victoria BC,V8R6G7,2,
Second Nature Designs,250-298-1291,1511 Bank Street,Victoria BC,V8R4V5,1,
Sedgwick,604-288-9476,10271 Shellbridge Way,Richmond BC,V6X2W8,2,
Seemar Developments,,,,,2,
Sencorp Capital Ltd.,604-736-8557,1450 Creekside Drive,Vancouver BC,V6J5B3,2,
Sendero Canyon Homes Ltd.,604-536-7333,3033 232nd Street,Langley BC,V2Z3A8,2,
Seng Tsoi Architect Inc.,,1675 W 2nd Avenue,Vancouver BC,V6J1H3,1,
Peterson Commerical,,1166 Alberni Street,Vancouver BC,V6E3Z3,2,
Service Corporation International,,,,,2,
